4.078125000000000222e-01 9.365079365079362339e-02 9.354838709677418263e-02 8.852459016393442182e-02 1.033333333333333187e-01 9.152542372881355970e-02 7.413793103448276800e-02 9.649122807017543324e-02 1.178571428571428548e-01 1.054545454545454397e-01 1.018518518518518601e-01 1.094339622641509469e-01 8.653846153846153633e-02 9.607843137254901134e-02 8.600000000000000699e-02 9.591836734693878763e-02 8.958333333333333426e-02 8.723404255319149037e-02 7.826086956521739746e-02 9.555555555555554637e-02 1.272727272727272596e-01 1.069767441860464963e-01 1.023809523809523780e-01 1.048780487804878148e-01 1.100000000000000144e-01 1.102564102564102672e-01 6.578947368421052266e-02 6.756756756756757132e-02 9.722222222222220989e-02 1.000000000000000056e-01 9.117647058823530326e-02 8.181818181818181768e-02 9.375000000000000000e-02 9.999999999999999167e-02 8.666666666666665575e-02 1.068965517241379504e-01 6.428571428571426549e-02 1.148148148148148140e-01 1.115384615384615447e-01 1.000000000000000056e-01 8.333333333333332871e-02 9.565217391304345340e-02 1.090909090909090856e-01 7.142857142857142461e-02 1.000000000000000056e-01 1.105263157894736670e-01 9.444444444444444198e-02 7.647058823529412352e-02 7.499999999999999722e-02 1.066666666666666596e-01 1.214285714285714135e-01 1.000000000000000056e-01 4.999999999999999584e-02 1.090909090909090856e-01 5.000000000000000278e-02 1.111111111111111188e-01 5.000000000000000278e-02 1.571428571428571119e-01 2.166666666666666463e-01 4.000000000000000083e-02 1.250000000000000000e-01 1.999999999999999833e-01 2.000000000000000111e-01 0.000000000000000000e+00
5.453124999999999778e-01 1.603174603174602753e-01 1.354838709677419206e-01 1.213114754098360698e-01 1.449999999999999900e-01 1.322033898305084720e-01 1.293103448275862155e-01 1.228070175438596284e-01 1.696428571428571508e-01 1.527272727272727115e-01 1.611111111111110661e-01 1.415094339622641473e-01 1.403846153846153855e-01 1.470588235294117696e-01 1.619999999999999774e-01 1.428571428571428770e-01 1.333333333333333315e-01 1.170212765957446555e-01 1.108695652173913304e-01 1.377777777777777490e-01 1.659090909090909227e-01 1.511627906976744651e-01 1.714285714285714302e-01 1.634146341463414698e-01 1.650000000000000078e-01 1.666666666666666574e-01 1.236842105263157715e-01 1.108108108108107892e-01 1.361111111111111271e-01 1.771428571428571297e-01 1.352941176470588425e-01 1.303030303030303094e-01 1.406250000000000000e-01 1.451612903225806273e-01 1.266666666666666496e-01 1.551724137931034253e-01 1.071428571428571369e-01 1.777777777777777568e-01 1.807692307692307376e-01 1.400000000000000411e-01 1.208333333333333204e-01 1.304347826086956486e-01 1.318181818181818343e-01 1.190476190476190688e-01 1.600000000000000033e-01 1.631578947368420851e-01 1.333333333333333315e-01 1.294117647058823650e-01 1.250000000000000000e-01 1.333333333333333315e-01 1.357142857142857040e-01 1.692307692307692402e-01 1.250000000000000000e-01 1.454545454545454475e-01 5.999999999999999778e-02 1.444444444444444586e-01 5.000000000000000278e-02 1.714285714285714024e-01 2.500000000000000000e-01 1.399999999999999856e-01 1.499999999999999944e-01 2.666666666666666630e-01 2.000000000000000111e-01 0.000000000000000000e+00
7.468749999999999556e-01 2.777777777777777901e-01 1.983870967741935554e-01 1.786885245901639330e-01 2.166666666666666463e-01 2.118644067796610353e-01 1.931034482758620940e-01 1.877192982456140080e-01 2.446428571428570786e-01 2.254545454545454353e-01 2.203703703703703831e-01 2.169811320754716777e-01 2.000000000000000111e-01 2.156862745098039602e-01 2.439999999999999947e-01 2.122448979591836371e-01 2.124999999999999944e-01 1.914893617021276584e-01 1.739130434782608647e-01 2.200000000000000289e-01 2.727272727272727626e-01 2.395348837209302639e-01 2.428571428571428270e-01 2.487804878048781032e-01 2.424999999999999933e-01 2.641025641025641080e-01 1.763157894736842035e-01 1.945945945945946054e-01 2.138888888888888784e-01 2.542857142857142816e-01 2.088235294117647134e-01 1.818181818181818232e-01 2.031250000000000000e-01 2.258064516129031918e-01 2.200000000000000289e-01 2.241379310344827347e-01 1.928571428571428381e-01 2.740740740740741366e-01 2.384615384615384470e-01 2.080000000000000182e-01 1.958333333333333592e-01 2.478260869565217239e-01 2.181818181818181712e-01 2.047619047619047561e-01 2.250000000000000056e-01 2.210526315789473339e-01 1.944444444444444475e-01 2.058823529411764885e-01 2.187500000000000000e-01 2.266666666666666552e-01 2.642857142857142905e-01 2.923076923076922684e-01 3.083333333333332926e-01 2.000000000000000111e-01 1.900000000000000022e-01 1.888888888888888562e-01 1.375000000000000111e-01 3.714285714285713302e-01 3.999999999999999667e-01 2.400000000000000466e-01 2.250000000000000056e-01 4.333333333333332926e-01 2.000000000000000111e-01 0.000000000000000000e+00
9.406250000000000444e-01 4.015873015873014928e-01 3.387096774193548709e-01 2.786885245901639108e-01 3.250000000000000111e-01 2.830508474576270972e-01 3.000000000000000444e-01 3.087719298245613642e-01 3.375000000000000222e-01 3.018181818181817633e-01 3.259259259259258967e-01 3.301886792452830011e-01 3.173076923076923461e-01 3.117647058823529438e-01 3.400000000000000244e-01 3.224489795918367152e-01 3.208333333333333592e-01 2.957446808510638681e-01 3.152173913043478382e-01 3.244444444444444797e-01 3.727272727272727404e-01 3.697674418604651181e-01 3.928571428571429047e-01 3.585365853658536439e-01 3.349999999999999645e-01 3.717948717948718063e-01 2.842105263157894690e-01 2.567567567567567433e-01 3.055555555555555802e-01 3.571428571428572063e-01 3.058823529411764941e-01 2.787878787878788067e-01 3.125000000000000000e-01 3.419354838709677269e-01 3.299999999999999600e-01 3.206896551724137678e-01 3.464285714285714746e-01 3.777777777777777679e-01 3.769230769230769162e-01 3.359999999999999654e-01 3.333333333333333148e-01 3.434782608695652328e-01 2.818181818181818565e-01 3.047619047619047339e-01 3.199999999999999512e-01 3.315789473684210842e-01 3.166666666666666519e-01 3.352941176470587425e-01 2.937500000000000111e-01 3.733333333333333504e-01 3.499999999999999778e-01 3.846153846153846922e-01 3.666666666666666408e-01 2.727272727272727071e-01 3.099999999999999423e-01 3.333333333333333148e-01 3.750000000000000000e-01 5.000000000000000000e-01 4.500000000000000111e-01 4.200000000000000400e-01 3.750000000000000000e-01 4.666666666666666186e-01 2.999999999999999889e-01 1.000000000000000056e-01
1.276562500000000044e+00 5.888888888888889062e-01 4.887096774193547821e-01 4.475409836065574187e-01 5.166666666666667185e-01 4.101694915254237017e-01 4.637931034482759007e-01 4.754385964912281048e-01 5.160714285714286254e-01 4.709090909090908883e-01 4.740740740740740367e-01 4.943396226415094352e-01 4.596153846153845923e-01 4.705882352941176405e-01 4.719999999999999751e-01 4.510204081632653295e-01 4.458333333333334147e-01 4.936170212765958465e-01 4.847826086956521507e-01 4.666666666666666186e-01 5.386363636363636909e-01 5.651162790697674687e-01 5.619047619047619069e-01 5.243902439024390461e-01 5.200000000000000178e-01 5.410256410256409909e-01 4.578947368421052433e-01 4.567567567567568654e-01 4.638888888888888506e-01 5.342857142857142527e-01 4.794117647058823151e-01 4.333333333333334036e-01 4.812500000000000111e-01 4.774193548387096198e-01 5.333333333333334370e-01 4.655172413793103869e-01 5.214285714285714635e-01 5.444444444444445086e-01 5.153846153846154410e-01 4.839999999999999858e-01 5.333333333333333259e-01 5.391304347826085808e-01 4.181818181818182656e-01 4.666666666666666186e-01 4.799999999999999822e-01 4.473684210526315264e-01 4.055555555555555580e-01 4.411764705882353366e-01 4.375000000000000000e-01 4.733333333333333282e-01 5.071428571428571175e-01 4.538461538461538991e-01 5.083333333333333037e-01 4.272727272727271375e-01 4.699999999999999178e-01 4.555555555555555469e-01 5.374999999999999778e-01 6.571428571428572507e-01 6.999999999999999556e-01 6.199999999999998845e-01 3.750000000000000000e-01 6.999999999999999556e-01 4.000000000000000222e-01 4.000000000000000222e-01
1.785937499999999956e+00 9.317460317460317665e-01 7.274193548387095642e-01 6.754098360655736988e-01 7.033333333333333659e-01 6.305084745762711274e-01 6.844827586206896353e-01 6.614035087719297712e-01 7.464285714285713302e-01 7.109090909090908239e-01 7.166666666666666741e-01 7.396226415094340201e-01 6.711538461538459899e-01 6.882352941176470562e-01 7.199999999999999734e-01 6.755102040816326481e-01 6.416666666666667185e-01 6.404255319148937087e-01 7.086956521739129489e-01 7.377777777777777546e-01 7.909090909090908950e-01 8.046511627906977049e-01 8.142857142857142794e-01 7.780487804878049030e-01 8.000000000000000444e-01 8.256410256410257054e-01 7.236842105263158187e-01 6.999999999999999556e-01 6.972222222222221877e-01 7.828571428571428070e-01 7.147058823529411908e-01 7.060606060606062773e-01 6.843749999999999556e-01 7.032258064516130336e-01 7.700000000000001288e-01 7.034482758620689280e-01 7.928571428571429269e-01 7.851851851851850972e-01 7.038461538461537881e-01 6.919999999999999485e-01 7.333333333333332815e-01 6.956521739130433479e-01 6.499999999999999112e-01 7.047619047619048116e-01 7.150000000000000799e-01 7.263157894736842479e-01 5.666666666666666519e-01 6.941176470588235059e-01 7.062500000000000444e-01 7.000000000000000666e-01 6.928571428571428381e-01 6.230769230769230838e-01 8.166666666666666519e-01 8.090909090909089718e-01 7.399999999999999911e-01 6.555555555555554470e-01 9.124999999999999778e-01 9.857142857142857650e-01 1.183333333333333126e+00 9.200000000000001510e-01 6.500000000000000222e-01 9.333333333333333481e-01 6.500000000000000222e-01 5.000000000000000000e-01
2.418750000000000178e+00 1.373015873015873023e+00 1.046774193548386966e+00 1.078688524590164066e+00 1.058333333333333348e+00 9.898305084745763205e-01 9.810344827586208183e-01 1.054385964912280871e+00 1.151785714285714191e+00 1.029090909090909056e+00 1.094444444444444553e+00 1.128301886792452802e+00 1.061538461538461320e+00 1.072549019607843324e+00 1.063999999999999835e+00 1.022448979591836560e+00 1.058333333333333348e+00 1.104255319148936154e+00 1.113043478260869579e+00 1.095555555555555394e+00 1.140909090909091095e+00 1.204651162790697727e+00 1.135714285714285676e+00 1.056097560975609806e+00 1.097499999999999920e+00 1.176923076923076961e+00 1.073684210526315796e+00 1.067567567567567544e+00 1.113888888888888928e+00 1.122857142857142776e+00 1.094117647058823639e+00 1.033333333333333437e+00 1.015625000000000000e+00 1.083870967741935365e+00 1.060000000000000053e+00 1.141379310344827536e+00 1.278571428571428692e+00 1.244444444444444464e+00 1.134615384615384581e+00 1.120000000000000107e+00 1.225000000000000089e+00 1.156521739130434989e+00 1.040909090909090784e+00 9.952380952380952550e-01 1.089999999999999858e+00 1.115789473684210664e+00 1.022222222222222365e+00 1.135294117647058787e+00 1.162500000000000089e+00 1.013333333333333197e+00 1.071428571428571397e+00 1.038461538461538547e+00 1.133333333333333304e+00 1.027272727272727115e+00 9.999999999999997780e-01 1.388888888888889062e+00 1.649999999999999911e+00 1.614285714285714324e+00 1.699999999999999734e+00 1.199999999999999734e+00 1.250000000000000000e+00 1.399999999999999911e+00 1.050000000000000044e+00 9.000000000000000222e-01
3.368749999999999911e+00 2.180952380952381198e+00 1.827419354838709653e+00 1.668852459016393563e+00 1.660000000000000142e+00 1.601694915254237461e+00 1.606896551724137812e+00 1.729824561403508598e+00 1.769642857142857295e+00 1.600000000000000089e+00 1.674074074074074048e+00 1.809433962264150875e+00 1.742307692307692335e+00 1.792156862745097667e+00 1.699999999999999956e+00 1.661224489795918746e+00 1.664583333333333304e+00 1.770212765957446921e+00 1.732608695652174235e+00 1.748888888888888715e+00 1.840909090909090606e+00 1.876744186046511498e+00 1.778571428571428470e+00 1.680487804878048719e+00 1.827500000000000124e+00 1.861538461538461586e+00 1.800000000000000044e+00 1.743243243243243423e+00 1.702777777777777501e+00 1.662857142857143034e+00 1.694117647058823506e+00 1.678787878787878940e+00 1.743749999999999911e+00 1.877419354838709697e+00 1.793333333333333668e+00 1.768965517241378960e+00 1.875000000000000000e+00 1.829629629629629495e+00 1.750000000000000000e+00 1.739999999999999769e+00 1.820833333333333526e+00 1.808695652173912816e+00 1.599999999999999867e+00 1.547619047619047672e+00 1.694999999999999840e+00 1.757894736842105399e+00 1.655555555555555447e+00 1.788235294117647145e+00 1.843750000000000000e+00 1.626666666666666483e+00 1.550000000000000044e+00 1.769230769230769384e+00 1.800000000000000044e+00 1.509090909090909038e+00 1.909999999999999698e+00 2.111111111111111160e+00 2.187500000000000000e+00 2.500000000000000000e+00 2.283333333333333659e+00 2.000000000000000444e+00 1.975000000000000089e+00 1.900000000000000355e+00 1.350000000000000089e+00 9.000000000000000222e-01
4.714062499999999822e+00 3.187301587301587524e+00 2.741935483870967971e+00 2.618032786885245766e+00 2.613333333333333286e+00 2.474576271186440302e+00 2.491379310344827847e+00 2.636842105263158320e+00 2.691071428571429003e+00 2.376363636363636012e+00 2.553703703703703809e+00 2.671698113207547021e+00 2.549999999999999822e+00 2.570588235294117840e+00 2.616000000000000103e+00 2.634693877551020691e+00 2.570833333333333748e+00 2.676595744680851485e+00 2.782608695652174280e+00 2.686666666666666536e+00 2.750000000000000000e+00 2.732558139534884134e+00 2.819047619047618802e+00 2.670731707317073322e+00 2.854999999999999538e+00 2.933333333333333570e+00 2.815789473684210620e+00 2.718918918918919125e+00 2.647222222222222143e+00 2.708571428571428186e+00 2.705882352941176627e+00 2.527272727272727337e+00 2.668750000000000178e+00 2.835483870967741904e+00 2.606666666666666465e+00 2.751724137931034431e+00 2.660714285714285587e+00 2.692592592592592649e+00 2.546153846153845990e+00 2.596000000000000085e+00 2.658333333333333215e+00 2.634782608695652506e+00 2.431818181818182101e+00 2.514285714285714235e+00 2.645000000000000018e+00 2.631578947368420796e+00 2.555555555555555358e+00 2.699999999999999734e+00 2.637500000000000178e+00 2.353333333333333499e+00 2.371428571428571441e+00 2.592307692307692424e+00 2.466666666666666341e+00 2.481818181818181923e+00 2.899999999999999467e+00 2.899999999999999911e+00 3.087499999999999911e+00 3.271428571428571352e+00 3.083333333333333481e+00 2.700000000000000178e+00 2.475000000000000089e+00 2.366666666666666696e+00 1.550000000000000044e+00 1.000000000000000000e+00
6.676562500000000178e+00 5.020634920634920562e+00 4.306451612903225978e+00 4.072131147540984486e+00 3.990000000000000657e+00 3.966101694915253884e+00 3.963793103448276067e+00 4.038596491228069851e+00 4.064285714285714946e+00 3.927272727272726804e+00 4.072222222222222854e+00 4.066037735849056922e+00 3.988461538461538058e+00 4.027450980392156765e+00 4.177999999999999936e+00 4.138775510204081520e+00 4.004166666666666430e+00 4.112765957446809395e+00 4.230434782608695876e+00 4.248888888888888715e+00 4.240909090909090295e+00 4.227906976744185918e+00 4.319047619047618802e+00 4.178048780487804592e+00 4.382500000000000284e+00 4.425641025641025017e+00 4.199999999999999289e+00 3.845945945945945965e+00 3.797222222222222943e+00 4.042857142857142705e+00 4.179411764705882604e+00 4.133333333333332860e+00 4.103125000000000355e+00 4.196774193548386656e+00 4.236666666666666359e+00 4.393103448275862632e+00 4.082142857142857295e+00 4.374074074074074225e+00 4.326923076923077538e+00 4.375999999999999446e+00 4.445833333333334636e+00 4.113043478260868469e+00 3.918181818181817988e+00 4.085714285714286298e+00 3.889999999999999680e+00 3.889473684210526194e+00 4.405555555555555003e+00 4.429411764705883492e+00 4.525000000000000355e+00 4.046666666666666856e+00 3.750000000000000000e+00 4.046153846153847766e+00 3.983333333333333393e+00 4.172727272727272840e+00 4.259999999999999787e+00 4.533333333333333215e+00 5.037499999999999645e+00 5.299999999999999822e+00 4.933333333333333570e+00 4.560000000000000497e+00 4.049999999999999822e+00 3.566666666666666430e+00 3.450000000000000178e+00 3.000000000000000000e+00
